telegraph_id,title,brief,content,author,subject_names,stock_count,share_url,public_ts,fetch_ts_utc,source_name,source_url,source_mode
sina_4798764,【双海峡若封锁对全球经济的影响】伊朗最高领袖外事顾问韦拉亚提在5日警告美国，若“再犯错误”，伊朗主导的抵抗阵线将以封锁曼德海峡作为反制措施。当地时间6日，伊朗政府高级官员表示，伊朗不会以“临时停火”为交换条件重新开放霍尔木兹海峡。伊朗面对美国的威胁作出强硬回应，既不放松对霍尔木兹海峡的通行管控，又警告可能将封锁曼德海峡，这释放了哪些信号？中国国际问题研究院助理研究员李子昕解读： 伊朗将曼德海峡作为与霍尔木兹海峡同等重要的战略资产，意在红海开辟新的战线，以应对潜在地面或海上的压力。这实质上是将地区冲突全球化，以能源安全作为杠杆来迫使国际社会介入或施压美国与以色列。 如果两大海峡同时被封锁，影响也会难以估量。霍尔木兹海峡承担着全球超过20%的油气运输，而曼德海峡则占全球海上贸易运输量的1/5。双重封锁可能会导致出现日均超2400万桶石油供应的缺口，从而推高国际油价。全球航运网络也会因此而面临瘫痪，物流成本急剧上升。（央视财经）,【双海峡若封锁对全球经济的影响】伊朗最高领袖外事顾问韦拉亚提在5日警告美国，若“再犯错误”，伊朗主导的抵抗阵线将以封锁曼德海峡作为反制措施。当地时间6日，伊朗政府高级官员表示，伊朗不会以“临时停火”为交换条件重新开放霍尔木兹海峡。伊朗面对美国的威胁作出强硬回应，既不放松对霍尔木兹海峡的通行管控，又警告可能将封锁曼德海峡，这释放了哪些信号？中国国际问题研究院助理研究员李子昕解读： 伊朗将曼德海峡作为与霍尔木兹海峡同等重要的战略资产，意在红海开辟新的战线，以应对潜在地面或海上的压力。这实质上是将地区冲突全球化，以能源安全作为杠杆来迫使国际社会介入或施压美国与以色列。 如果两大海峡同时被封锁，影响也会难以估量。霍尔木兹海峡承担着全球超过20%的油气运输，而曼德海峡则占全球海上贸易运输量的1/5。双重封锁可能会导致出现日均超2400万桶石油供应的缺口，从而推高国际油价。全球航运网络也会因此而面临瘫痪，物流成本急剧上升。（央视财经）,【双海峡若封锁对全球经济的影响】伊朗最高领袖外事顾问韦拉亚提在5日警告美国，若“再犯错误”，伊朗主导的抵抗阵线将以封锁曼德海峡作为反制措施。当地时间6日，伊朗政府高级官员表示，伊朗不会以“临时停火”为交换条件重新开放霍尔木兹海峡。伊朗面对美国的威胁作出强硬回应，既不放松对霍尔木兹海峡的通行管控，又警告可能将封锁曼德海峡，这释放了哪些信号？中国国际问题研究院助理研究员李子昕解读： 伊朗将曼德海峡作为与霍尔木兹海峡同等重要的战略资产，意在红海开辟新的战线，以应对潜在地面或海上的压力。这实质上是将地区冲突全球化，以能源安全作为杠杆来迫使国际社会介入或施压美国与以色列。 如果两大海峡同时被封锁，影响也会难以估量。霍尔木兹海峡承担着全球超过20%的油气运输，而曼德海峡则占全球海上贸易运输量的1/5。双重封锁可能会导致出现日均超2400万桶石油供应的缺口，从而推高国际油价。全球航运网络也会因此而面临瘫痪，物流成本急剧上升。（央视财经）,,,0,https://wap.cj.sina.cn/pc/7x24/4798764,2026-04-06 20:09:40,2026-04-06 12:11:05,新浪财经7x24,https://finance.sina.com.cn/7x24/,internal_only_probe
sina_4798763,印度财政部长：印度具备财政空间，同时也存在降息空间。,印度财政部长：印度具备财政空间，同时也存在降息空间。,印度财政部长：印度具备财政空间，同时也存在降息空间。,,,0,https://wap.cj.sina.cn/pc/7x24/4798763,2026-04-06 20:08:02,2026-04-06 12:11:05,新浪财经7x24,https://finance.sina.com.cn/7x24/,internal_only_probe
sina_4798762,【贝莱德拟推纳指100ETF 挑战景顺垄断地位】贝莱德正将目光投向规模达13.7万亿美元的美国ETF市场中一个长期由景顺公司主导的细分领域：追踪纳斯达克100指数。根据周一提交给美国证券交易委员会（SEC）的文件，iShares纳斯达克100 ETF将跟踪这一指数，交易代码为IQQ。如果该基金推出，IQQ将成为少数几只专门追踪纳斯达克100指数的美国上市ETF之一，也是首只不由景顺管理的同类产品。,【贝莱德拟推纳指100ETF 挑战景顺垄断地位】贝莱德正将目光投向规模达13.7万亿美元的美国ETF市场中一个长期由景顺公司主导的细分领域：追踪纳斯达克100指数。根据周一提交给美国证券交易委员会（SEC）的文件，iShares纳斯达克100 ETF将跟踪这一指数，交易代码为IQQ。如果该基金推出，IQQ将成为少数几只专门追踪纳斯达克100指数的美国上市ETF之一，也是首只不由景顺管理的同类产品。,【贝莱德拟推纳指100ETF 挑战景顺垄断地位】贝莱德正将目光投向规模达13.7万亿美元的美国ETF市场中一个长期由景顺公司主导的细分领域：追踪纳斯达克100指数。根据周一提交给美国证券交易委员会（SEC）的文件，iShares纳斯达克100 ETF将跟踪这一指数，交易代码为IQQ。如果该基金推出，IQQ将成为少数几只专门追踪纳斯达克100指数的美国上市ETF之一，也是首只不由景顺管理的同类产品。,,,0,https://wap.cj.sina.cn/pc/7x24/4798762,2026-04-06 20:07:28,2026-04-06 12:11:05,新浪财经7x24,https://finance.sina.com.cn/7x24/,internal_only_probe
sina_4798761,"Strategy 公司称，比特币平均买入价为每枚 67,718 美元。","Strategy 公司称，比特币平均买入价为每枚 67,718 美元。","Strategy 公司称，比特币平均买入价为每枚 67,718 美元。",,,0,https://wap.cj.sina.cn/pc/7x24/4798761,2026-04-06 20:06:15,2026-04-06 12:11:05,新浪财经7x24,https://finance.sina.com.cn/7x24/,internal_only_probe
sina_4798760,以色列媒体报道，集束弹药落在特拉维夫附近。,以色列媒体报道，集束弹药落在特拉维夫附近。,以色列媒体报道，集束弹药落在特拉维夫附近。,,,0,https://wap.cj.sina.cn/pc/7x24/4798760,2026-04-06 20:05:58,2026-04-06 12:11:05,新浪财经7x24,https://finance.sina.com.cn/7x24/,internal_only_probe
sina_4798759,印度国家证券交易所（NSE）宣布与标普全球能源达成战略合作，将推出基于普氏能源资讯基准的衍生品交易。,印度国家证券交易所（NSE）宣布与标普全球能源达成战略合作，将推出基于普氏能源资讯基准的衍生品交易。,印度国家证券交易所（NSE）宣布与标普全球能源达成战略合作，将推出基于普氏能源资讯基准的衍生品交易。,,,0,https://wap.cj.sina.cn/pc/7x24/4798759,2026-04-06 20:05:45,2026-04-06 12:11:05,新浪财经7x24,https://finance.sina.com.cn/7x24/,internal_only_probe
sina_4798758,【清明假期北京接待游客1001.6万人次】4月6日，清明小长假落幕。记者从北京市文化和旅游局获悉，假日期间，全市共接待游客1001.6万人次，同比增长4.4%；实现旅游花费123.4亿元，同比增长7.4%。入境游市场更是增势迅猛，接待入境游客10.2万人次，实现旅游花费11.1亿元，同比分别大幅增长47.8%、49.2%，全市文旅消费热度持续攀升。（北京青年报）,【清明假期北京接待游客1001.6万人次】4月6日，清明小长假落幕。记者从北京市文化和旅游局获悉，假日期间，全市共接待游客1001.6万人次，同比增长4.4%；实现旅游花费123.4亿元，同比增长7.4%。入境游市场更是增势迅猛，接待入境游客10.2万人次，实现旅游花费11.1亿元，同比分别大幅增长47.8%、49.2%，全市文旅消费热度持续攀升。（北京青年报）,【清明假期北京接待游客1001.6万人次】4月6日，清明小长假落幕。记者从北京市文化和旅游局获悉，假日期间，全市共接待游客1001.6万人次，同比增长4.4%；实现旅游花费123.4亿元，同比增长7.4%。入境游市场更是增势迅猛，接待入境游客10.2万人次，实现旅游花费11.1亿元，同比分别大幅增长47.8%、49.2%，全市文旅消费热度持续攀升。（北京青年报）,,,0,https://wap.cj.sina.cn/pc/7x24/4798758,2026-04-06 20:05:40,2026-04-06 12:11:05,新浪财经7x24,https://finance.sina.com.cn/7x24/,internal_only_probe
sina_4798757,Strategy 公司在 4 月 1 日至 4 月 5 日期间购入 4871 枚比特币。,Strategy 公司在 4 月 1 日至 4 月 5 日期间购入 4871 枚比特币。,Strategy 公司在 4 月 1 日至 4 月 5 日期间购入 4871 枚比特币。,,,0,https://wap.cj.sina.cn/pc/7x24/4798757,2026-04-06 20:05:11,2026-04-06 12:11:05,新浪财经7x24,https://finance.sina.com.cn/7x24/,internal_only_probe
sina_4798756,甲骨文：首席财务官道格·凯林将卸任。,甲骨文：首席财务官道格·凯林将卸任。,甲骨文：首席财务官道格·凯林将卸任。,,,0,https://wap.cj.sina.cn/pc/7x24/4798756,2026-04-06 20:04:26,2026-04-06 12:11:05,新浪财经7x24,https://finance.sina.com.cn/7x24/,internal_only_probe
sina_4798755,【国内首个300兆瓦级非补燃压缩空气储能电站肥城压缩空气储能电站定子吊装就位】据中国电建消息，日前，国内首个300兆瓦级非补燃压缩空气储能电站中电建肥城2×300兆瓦盐穴压缩空气储能电站2号机组发电机定子精准吊装就位，此次关键吊装作业圆满成功，为后续转子穿装创造了核心基础条件，有力保障了项目建设进度。项目完工后，预计全年循环330次，年发电11.88亿千瓦时，可满足60万户家庭全年用电需求。,【国内首个300兆瓦级非补燃压缩空气储能电站肥城压缩空气储能电站定子吊装就位】据中国电建消息，日前，国内首个300兆瓦级非补燃压缩空气储能电站中电建肥城2×300兆瓦盐穴压缩空气储能电站2号机组发电机定子精准吊装就位，此次关键吊装作业圆满成功，为后续转子穿装创造了核心基础条件，有力保障了项目建设进度。项目完工后，预计全年循环330次，年发电11.88亿千瓦时，可满足60万户家庭全年用电需求。,【国内首个300兆瓦级非补燃压缩空气储能电站肥城压缩空气储能电站定子吊装就位】据中国电建消息，日前，国内首个300兆瓦级非补燃压缩空气储能电站中电建肥城2×300兆瓦盐穴压缩空气储能电站2号机组发电机定子精准吊装就位，此次关键吊装作业圆满成功，为后续转子穿装创造了核心基础条件，有力保障了项目建设进度。项目完工后，预计全年循环330次，年发电11.88亿千瓦时，可满足60万户家庭全年用电需求。,,,0,https://wap.cj.sina.cn/pc/7x24/4798755,2026-04-06 20:03:41,2026-04-06 12:11:05,新浪财经7x24,https://finance.sina.com.cn/7x24/,internal_only_probe
